Ship_1_start,Ship_1_unload,Ship_1_load,Ship_2_start,Ship_2_unload,Ship_2_load,Ship_3_start,Ship_3_unload,Ship_3_load,Ship_4_start,Ship_4_unload,Ship_4_load,Ship_5_start,Ship_5_unload,Ship_5_load,Ship_6_start,Ship_6_unload,Ship_6_load,Ship_7_start,Ship_7_unload,Ship_7_load,Ship_8_start,Ship_8_unload,Ship_8_load,Ship_9_start,Ship_9_unload,Ship_9_load,Ship_10_start,Ship_10_unload,Ship_10_load,Ship_11_start,Ship_11_unload,Ship_11_load,Ship_12_start,Ship_12_unload,Ship_12_load,Ship_13_start,Ship_13_unload,Ship_13_load,Ship_14_start,Ship_14_unload,Ship_14_load,Ship_15_start,Ship_15_unload,Ship_15_load,Ship_16_start,Ship_16_unload,Ship_16_load,Ship_17_start,Ship_17_unload,Ship_17_load,Ship_18_start,Ship_18_unload,Ship_18_load,Ship_19_start,Ship_19_unload,Ship_19_load,Ship_20_start,Ship_20_unload,Ship_20_load,Ship_21_start,Ship_21_unload,Ship_21_load,Ship_22_start,Ship_22_unload,Ship_22_load
5439,3780,806,7079,3250,2676,4088,3938,523,2856,1712,2369,4191,3770,2369,4474,2093,3980,5890,1596,1928,5699,2896,22,6014,4433,332,5791,4395,4514,7078,5645,959,4092,1271,128,3250,66,3310,11693,9660,8707,5387,5202,2819,10459,3724,2395,9870,9398,10167,7221,4552,5718,9518,9494,7447,10450,620,1104,9017,8164,6949,11016,36,518
2465,1838,5864,6505,2324,857,673,603,3638,3513,3434,608,2790,2288,96,6361,3718,4018,6222,2709,245,2825,774,4881,1913,155,1558,5910,4025,108,2392,143,2770,2949,1290,3050,6494,3766,2277,10740,3605,2066,3004,864,6225,9130,7601,1489,10639,3161,1195,8387,8328,5562,7471,6031,6371,10934,1162,1577,7802,6155,9485,11498,5609,2189
6491,1930,726,5038,2514,3085,3708,3040,4297,687,183,3923,598,50,6137,6661,2970,2524,3758,2161,3890,6932,3760,52,3316,2908,5674,1993,1244,6164,5019,3514,411,4709,121,2031,5005,3512,591,9201,4036,191,8365,4665,1898,3018,852,6759,8673,605,205,5621,701,1664,7811,2585,5442,11349,1221,1087,11132,847,982,8078,5499,9278
5287,2469,1680,5609,2761,3723,4965,4339,3098,4427,930,2271,6685,6337,5343,6215,1966,1511,5487,5484,5562,3224,2304,5586,6082,4695,4147,6913,26,8,1916,1312,6277,6619,6313,1483,2084,1792,1744,5356,1493,4575,5598,1371,5106,8925,1211,2865,8273,72,2337,6584,2184,1647,10668,58,307,11215,4792,199,11267,8091,4219,11857,1004,428
4498,136,1831,6571,2815,2583,3724,266,418,5768,3436,87,5691,5360,4032,5760,4372,2213,5565,5536,539,6506,944,401,5534,854,1374,6895,4431,2390,6881,5986,4819,1789,393,5286,2036,1429,4518,8438,3807,1791,9333,3414,2398,10579,1725,399,10538,3772,4406,6047,5587,3305,10917,8837,7762,6622,3544,1665,7395,328,4906,11281,8276,3132
6193,4440,107,6339,1354,1794,3876,3698,5951,2419,2169,125,4363,3087,1964,3601,1815,541,568,107,5883,5963,4067,3597,6054,4730,4398,4854,1427,523,5714,3109,2903,6682,2899,2661,5125,148,1205,6422,6049,5528,8317,4296,802,9253,9188,2001,11172,8035,8112,3765,508,7751,9842,9017,193,4743,678,2692,11973,4563,2937,6137,4082,6994
1860,1017,1721,6779,1505,1810,6129,2580,3519,375,86,3639,3240,410,1404,2327,1206,1948,6344,6156,1282,5493,1980,2556,5722,3697,1767,3950,1725,2522,5508,942,1055,6444,1777,1065,6182,2081,1914,5901,4479,2598,4823,496,4661,2066,1832,2593,11249,5013,4146,11008,5443,2265,1018,676,11498,6757,6311,6840,10347,2386,548,9049,7586,6968
2564,690,2481,7084,5237,4603,7068,3071,3014,3928,98,1564,4234,4022,5910,3069,2374,4616,1470,167,4411,6069,2152,147,3792,1204,1529,4747,3688,1184,5621,5615,478,5732,1084,1397,6015,961,551,4020,3692,9733,8988,4284,1206,2827,1932,2434,10382,1925,2791,7830,2982,5057,11840,8820,7547,7286,4350,8117,8509,5184,1502,8431,718,61
4355,3045,1489,6450,4037,3637,7011,4975,5056,5394,3758,250,6122,826,1413,5311,3085,2020,5714,4088,2683,4064,1773,4156,4117,224,1754,2243,2015,5075,484,155,4341,6045,2584,2937,5605,5603,3797,10061,6752,1048,5910,4533,5213,3329,1244,9767,11248,7248,1474,9905,8645,2334,10567,1642,2145,11053,8801,4855,4827,2208,5811,7774,7432,9983
2799,1309,3341,6050,5680,629,7092,3891,2242,1886,707,186,6709,4025,1451,4246,2468,3595,4309,3192,823,6447,4931,3593,5647,576,1457,5303,360,776,4670,4532,3640,6398,3283,1717,3799,3237,3131,4357,202,4440,6590,4194,2068,11852,1754,1572,5474,1172,6170,3594,643,6380,11070,7644,7816,7107,3664,8053,8430,6680,7688,10325,8857,1597
4831,438,1205,999,898,4591,5443,4371,1956,1365,486,1782,4135,2686,3614,5373,5192,3142,1940,521,4422,5109,2348,3763,6528,105,715,5719,3068,3659,3778,341,156,4832,2554,3322,3693,2079,5378,8595,6201,6928,4464,383,1904,11670,9452,5338,10472,962,1566,9331,9324,9327,11242,5425,4463,11496,6818,6941,9438,4234,1798,3065,2663,4636
5598,1293,665,4692,4531,181,3028,529,2489,2661,261,1629,5063,1070,115,3323,1647,2246,5841,5058,5725,6524,1025,566,7138,1940,218,6310,1266,1572,3593,1791,2026,5600,668,622,6992,2121,2129,9322,9221,4207,5985,4794,10521,7556,7468,1346,11076,145,854,9334,4398,3343,10280,1251,255,11619,2519,354,7002,881,5535,5038,1968,8035
4970,2349,2023,342,70,6327,4988,2094,712,4029,3492,1252,4108,1445,291,3922,749,2973,6508,2889,3469,6065,758,230,5416,802,2153,6616,6247,1092,3828,3051,3068,5554,1295,2181,7000,6784,5133,4308,1347,5866,11712,370,647,1434,1123,6357,11785,10297,5436,8279,6778,2283,9284,3493,904,9454,3627,3680,11656,11553,2352,11105,6931,6664
4644,3011,4997,6599,810,911,3606,1912,862,1789,1369,1684,2954,795,1197,6146,364,784,7088,4560,3582,5537,1939,3532,6767,3482,1556,1461,498,3153,3845,1871,3281,6440,3474,2033,5349,1255,816,8827,3444,2958,11989,171,27,6668,5292,5788,6924,529,214,3784,3569,7080,6695,2961,2945,9507,3750,3808,2455,1725,9149,10838,3343,4132
6630,4562,4186,6700,4868,803,2556,1901,3892,2104,1096,5303,3356,392,67,6566,2861,1083,6110,5821,6417,7130,2119,921,4841,1204,2452,4116,128,1257,5255,3067,2523,4999,800,2149,4910,221,916,8341,6029,7012,11845,11689,9478,7164,4363,5461,6609,2683,6312,7295,652,4343,6679,4601,7178,9565,6689,5548,9879,8763,539,11627,11443,3500
6254,844,1034,2635,2337,2013,4547,1155,3340,6311,979,165,3031,288,2517,4788,3111,4956,6706,5913,5706,5932,3499,155,6089,2327,2603,5245,2138,1511,4711,893,793,6348,3225,3856,5605,1645,758,9324,6138,7123,9634,9111,7888,8262,7303,8418,10238,5608,4158,10986,7721,6407,9256,7412,5897,8424,6607,6920,1655,599,8614,3684,1325,5959
6444,2366,2119,2311,868,3783,6732,1054,40,5497,1151,893,5260,3937,1884,6633,4441,3038,6499,5229,2082,2588,529,3494,6365,5467,807,4618,2651,778,4611,3590,5533,6979,5760,4595,4718,2327,3179,10309,5049,6162,8411,7113,583,9377,4746,4949,8788,8098,3401,9672,2169,2151,7741,6287,3194,8737,5558,5142,9670,7739,5667,8318,5531,2116
6197,4711,1001,5226,654,871,5718,315,1543,5239,4681,844,3207,780,388,5230,859,1193,3352,1932,491,5553,638,59,1705,493,3024,2745,559,3589,6554,5238,1024,5814,3253,523,5570,376,1526,11422,1188,1,1881,1124,7303,9580,5507,6377,4091,1163,1656,9654,5342,2527,4648,2718,5432,8321,8165,11634,7598,5457,2780,4903,2363,7843
2487,370,220,5443,4418,6163,6946,2070,2291,1402,635,3903,2815,224,1432,5564,5557,6586,1911,11,2059,4974,810,2269,4236,3121,975,5775,4512,5778,2340,1588,1778,3084,2236,1814,6720,6592,1037,10235,9817,8608,8060,5845,4749,10450,7678,1673,4584,1463,7117,6839,274,3263,7362,4458,7771,11790,6154,5970,4921,2315,7301,10383,7332,254
2337,2162,6870,7188,4729,2342,7167,1107,48,4670,552,2905,4023,2880,1804,6593,4167,3492,3959,3759,2022,6433,2054,1773,2090,947,480,7041,1337,492,2530,1913,6541,2662,2420,2098,1165,813,3829,9026,4604,6463,6964,3796,6361,4445,339,1736,10238,8504,5698,9828,4373,5218,10675,9357,9497,11606,10486,10140,9907,6623,2910,3305,886,4753
7045,1542,142,4801,4397,4889,6108,191,896,7023,6239,2688,2947,226,1443,5918,4934,5519,2222,209,105,6152,6113,1024,1623,1611,1972,6196,4354,3753,7158,2635,1107,2340,1091,3238,4181,1449,2651,10885,826,1829,9529,2841,817,5842,1276,3689,7432,1443,4309,10673,55,868,10815,6688,6291,11260,5565,5948,6194,2387,2385,7172,4527,158
5645,81,117,5293,3032,1475,6813,2720,1715,3472,853,4146,4164,3757,639,6503,3529,2551,2118,318,3519,1063,332,4287,1984,738,5627,5595,1339,131,5630,3135,4146,4487,3210,593,5383,569,922,11888,7338,6159,7505,3678,2,8255,5045,3382,10298,10144,11516,11486,5210,2969,10418,5509,6439,11643,9011,7234,6192,1528,1569,2803,1595,4294
5681,1930,1864,3736,535,1449,5808,250,1175,6765,2472,794,1046,361,6092,5525,2212,2173,5319,2489,862,5018,2843,2793,6873,1416,805,4387,813,3165,6641,1306,481,1870,733,402,5736,4102,4383,10709,4755,639,3829,3792,4802,6592,911,2301,11670,1568,770,9245,5169,1876,11348,10708,988,9866,823,1258,6233,972,6499,5502,833,1866
5615,4063,4201,4650,3848,1671,6733,4095,2199,5087,3596,5513,6777,6093,2075,5486,26,355,3692,346,2883,4968,1405,293,6262,2780,3525,6739,3984,2694,5816,2817,14,1539,81,3414,6017,1899,1062,6593,3428,365,4839,1639,57,7982,7608,4235,10872,3566,1058,5952,5528,2039,1628,334,370,10301,6372,2082,11760,5855,1940,6535,4708,3542
5753,2806,4094,2473,2267,882,4837,18,1648,7004,7,88,2759,2271,5878,5815,3051,1152,6229,6193,1929,3856,3715,6271,7007,5759,2465,5449,1562,2705,3013,2768,5195,4872,2880,4479,5180,1482,2790,3530,966,821,3257,1613,207,4609,3918,11028,8364,4449,4551,2463,2005,1960,1664,1012,6400,6011,4822,3657,7845,6636,3241,5369,623,4854
7041,3689,3304,1088,226,830,6467,750,551,7085,2597,1347,6366,2134,2514,3916,3176,308,1965,1004,763,6412,1284,616,3713,327,237,6592,5088,2793,5440,3228,3706,6471,6058,2580,6488,665,1348,3385,2431,6824,1851,1587,6128,11719,5681,2192,8466,2404,5740,2418,24,3554,7052,6369,7710,4846,4429,4801,4450,2140,4290,9600,6436,3874
6656,3389,310,1692,89,2945,6268,5773,5213,5835,198,478,6746,2503,2043,1048,180,5111,1724,1299,4941,5744,1103,1397,3623,640,881,4297,209,2842,5918,1246,2290,2993,2981,123,7171,569,292,7778,172,3266,6392,1764,3266,8230,3730,1466,11802,2031,1138,5948,4096,637,8393,2599,2309,5218,957,6450,6600,4089,341,7038,2038,4272
3577,3114,1270,4548,297,286,5708,5048,537,6115,5303,3240,6286,2360,3110,5979,5345,2314,5366,1563,1884,6038,4739,4810,3864,1402,1188,6930,1182,760,6962,2602,2761,135,47,4144,6894,1976,920,10872,10548,2069,7894,3790,6163,5966,1150,2927,10909,1107,1364,2489,81,4269,8103,5141,8056,10711,389,793,2852,1024,3024,9272,3566,540
1733,816,2910,4537,1721,3008,1197,265,4641,4052,1524,1268,7036,2573,1245,2948,2580,1416,5687,4562,5107,6109,1993,1229,3650,3235,5422,6508,5156,3275,7121,2978,1982,4232,2328,1178,5838,3613,2800,2393,1609,2795,10267,518,286,7743,5768,4672,11166,4504,4573,6677,4929,2883,11018,8822,4458,11115,10322,8844,4852,3808,122,6246,1774,5853
3827,3598,6108,5824,3865,1144,5573,472,1819,3796,3445,2564,5708,5461,5504,1784,644,3089,6232,963,1185,5345,3212,1536,5837,3403,768,4627,2942,588,6125,5387,5285,3082,2994,1249,5025,4122,1987,3579,2560,1759,10035,8456,885,6647,4009,4693,11235,3500,2734,4631,2364,5875,6654,2649,2785,9637,5665,3758,1166,300,6199,10325,7676,4149
6337,3629,4021,3103,948,4002,6920,5774,3948,2915,2387,969,5751,3083,2525,4229,964,2424,6454,366,73,3669,225,1643,3202,1229,2924,2273,1955,6849,6023,1838,1915,1337,1102,5122,2890,678,4025,2778,18,3304,2464,677,5786,7331,4491,7284,10469,2780,3725,8142,6486,4140,6790,1583,5981,7730,7046,7461,7065,6693,6323,6798,6458,7227
6729,3545,3499,6157,1204,883,5094,2333,2057,1497,465,2882,5193,4031,5755,5689,1245,578,6161,4938,5972,5087,4738,2764,4897,2966,4298,7167,3697,2780,6100,4681,1995,5357,3170,2540,6237,4573,5512,6064,2133,6851,7573,5036,8550,10124,4508,5208,11414,11317,7841,5796,1679,7828,11188,9308,3744,8145,6063,8459,6695,25,2509,7567,5328,8794
6683,5869,5647,5836,267,604,4818,615,2178,3914,3771,308,6917,1398,1401,5022,4983,311,7195,1649,179,3113,2703,6578,6229,5298,1435,6250,4822,2494,3414,1554,279,4727,3165,4640,7176,3880,2773,10782,1307,2199,11087,9444,7100,10824,3157,1468,7938,7582,7197,11945,7449,3499,5624,1857,7978,10541,9598,8497,9179,6069,6773,11033,4315,2136
6461,5650,6007,6173,714,641,6381,5238,342,451,238,4491,6920,6714,1555,350,16,2699,5725,4053,766,6988,1355,121,2366,532,815,3922,2313,2569,2139,184,646,6202,88,902,6069,2186,1729,11674,6499,970,8743,544,473,9135,5516,2607,7553,4747,2401,7995,542,2515,11745,3096,2215,9440,4470,3742,9883,7947,6056,8854,2552,797
6818,3134,3460,6100,3005,3151,1485,926,899,4704,1252,736,1761,237,1652,3033,1793,5534,2438,1688,2055,5754,323,1445,2649,2592,2479,4178,3109,4377,2601,1923,2936,7016,6806,5976,5612,2298,2646,6145,2117,4247,8672,6406,3619,6226,4224,889,5207,2016,3338,9968,2805,3783,10864,7467,3441,8712,4453,6165,7992,3776,5641,7099,2363,6977
7144,4220,4227,6246,1741,512,1458,488,4442,4188,2668,4828,3176,1436,786,6774,4894,1627,2805,2734,5028,6876,6415,5642,2536,1486,233,5446,4421,8,3614,3335,2228,6186,5465,4865,5960,1129,2368,8275,263,536,5885,305,5686,2891,193,9138,6529,883,3863,10946,7623,6669,6838,6374,5397,10424,10022,9552,9857,9855,7988,11713,5029,389
7151,6792,3650,5017,3036,1578,5412,5189,4730,6348,4560,4632,2526,98,4661,3507,1150,1743,5099,4679,3665,6103,2622,3696,1283,555,5746,1033,262,4185,2507,453,1501,5586,5521,2974,7199,6919,4437,8548,1083,3644,11266,191,477,11836,7297,63,9509,2777,3295,9992,1565,3202,5861,3046,2665,9954,4830,3657,7990,2270,5546,7073,4593,1929
4009,1406,3198,3559,3184,193,4953,3330,5443,6420,5352,3893,7089,4468,3823,4100,2722,1270,4085,2884,3544,7177,6260,6058,6474,6011,5817,4956,4646,2479,3555,3239,660,3039,1911,1774,4717,4477,2404,11109,10062,3504,11552,2186,678,4602,2273,6646,10027,46,1371,11629,8329,6964,5480,2727,1447,8781,942,1771,11266,9045,5612,4409,2000,7041
5801,590,1168,568,357,1337,7066,6718,3869,4961,3270,3085,6444,1558,1522,2648,2613,4075,4745,2313,2936,6975,4822,3908,6280,5312,1152,2789,506,1260,976,93,796,2902,2854,1063,2644,965,192,4551,3097,551,10044,4889,1903,8975,2046,4290,11352,1768,662,10264,1167,289,4200,3049,8373,9610,7048,4185,7833,2287,1079,9450,5204,5558
6379,2617,2440,1548,232,5802,4217,2640,86,4776,2522,3025,6408,4522,937,4110,1425,1601,5368,5314,3852,6061,4798,4007,2120,1728,5678,3543,459,1183,1679,368,105,1111,734,6724,1871,1567,4111,2005,1594,9281,7058,5873,2279,11219,1690,2124,10246,951,632,9386,3217,2288,9524,1353,1967,6747,1816,4079,6625,4923,295,9804,8698,9778
6202,2064,26,7118,2445,1885,1663,783,837,5279,1453,1465,2823,2278,3917,4286,100,233,3906,828,1843,5270,3458,1330,6070,1343,1547,4267,426,1261,1416,1000,4759,7101,1027,62,4415,454,1121,9692,525,1982,3464,2198,4850,11653,7845,5568,9927,5351,15,8457,5535,2635,10138,10113,9751,9010,2641,4404,1997,1402,4745,10884,9755,2757
4164,3750,1279,6558,2499,1190,1717,1534,548,5291,1889,3426,4462,1980,3376,4419,290,280,4921,3820,2442,3142,1960,1274,6274,1794,852,5102,2664,4599,5175,3725,4806,6136,1027,808,5082,3883,1631,11149,3467,3695,6116,5324,6416,9376,3670,664,4591,2836,1576,5557,4738,2570,9776,9736,9389,10773,9696,410,5340,2861,9214,3886,741,5146
1693,733,3749,5249,1992,673,731,580,2290,6828,115,320,5858,2512,317,4409,3425,3895,3543,193,1668,2456,716,3185,5332,4928,883,7037,1500,816,6256,1612,1459,5917,1535,2275,2830,939,2390,11377,6617,4924,7208,362,1643,6370,4163,1440,3331,1888,5210,3389,591,1090,9429,3188,2021,1487,419,9187,11693,1001,612,8291,7512,2371
4709,2961,175,3930,1605,2680,2441,1695,5629,7033,3565,298,3663,653,3571,4879,3883,987,5018,2231,4209,4925,2590,934,1287,931,4002,6353,4688,4015,6103,4232,4088,6657,5068,2613,4281,3471,1535,9684,8337,9607,8489,4528,5292,3647,2428,5958,6653,1771,6941,3888,2926,2131,8262,6225,7069,10255,1961,1600,11304,9872,3403,3150,2208,5279
1923,931,3934,5005,573,2009,6375,571,424,3766,3274,1524,6581,210,319,1983,938,1301,6996,3324,2413,3269,788,1619,4358,1495,1068,5680,1132,2305,5959,575,1561,4202,3040,1432,2345,2301,3688,10954,10714,8172,9253,2333,920,7177,2927,1857,11823,9081,1529,3093,2669,5677,9106,1801,3081,9894,1017,2803,4835,3129,8742,6221,4434,6860
4926,2717,655,6441,135,484,6228,3028,2818,2016,1442,6612,6690,3996,3917,2346,1785,5652,6085,831,21,4100,1281,2217,3931,72,29,6853,2806,2972,6945,5034,1824,2594,2017,4152,3732,2255,4820,8412,6508,8006,7840,6890,241,6107,5824,4340,4271,365,2481,6101,3171,4989,10386,8328,1800,11680,665,604,10448,9630,8351,8647,6520,4858
2864,1240,3894,6790,5530,2948,6018,3947,5083,7186,5722,2539,6611,3561,461,6213,4148,4078,5275,3903,2055,5036,4676,2993,3888,428,1253,7019,4156,644,3735,2005,4336,4729,245,2494,6297,1786,971,9910,3344,2353,1191,341,3932,4623,342,6273,6387,5337,6052,7919,7460,7419,3858,1713,4600,11619,8394,8451,9169,4958,574,6985,3961,2161
5518,1489,3001,4208,368,941,7154,2876,1384,4003,3283,4198,3511,2947,294,6143,4294,4215,3427,2322,5327,3353,447,169,4713,4173,2408,3507,404,425,6066,250,1373,6978,4264,1640,5482,990,1408,8919,4448,5205,4782,1807,1051,10554,4484,2567,7102,6593,612,7878,7007,5917,6745,2472,6771,11676,2853,2855,4785,1062,2483,5185,3198,2886
7030,2954,143,4781,4275,321,5662,7,1387,4918,4695,3549,858,117,3326,6064,2932,3486,6432,401,708,3075,2008,1114,2948,20,2330,3528,253,2964,7189,6912,5211,4354,3396,3246,5900,3944,1694,9676,5630,4018,4026,2806,3210,8637,6064,75,1121,209,2952,6788,5343,6431,11044,10443,9242,11678,1533,1725,6206,1048,71,4873,404,1821
4219,1997,1291,827,402,1501,7042,2116,214,3772,2590,951,4067,206,1101,6618,4578,2271,6739,6336,658,2181,546,2031,5258,211,142,6239,5394,381,5488,4382,4563,4204,983,2012,3650,1406,4569,8064,4297,4948,4430,232,6216,2648,76,2232,3864,3011,1423,7876,5796,7695,9843,9307,8677,11870,9840,4134,5229,267,4342,6290,3794,8356
3513,872,1122,1926,776,2896,5140,4274,2053,2133,1204,4717,4962,1147,2645,4311,4241,6504,1061,728,4780,3666,2928,1071,5189,1995,1114,1226,772,2437,5669,2144,1820,5233,965,2712,6813,4139,4146,8715,8483,2316,10414,9329,6552,4804,3267,7927,2276,2049,10377,9775,3385,4804,9213,2720,5017,6164,3744,4973,9304,338,1945,10852,10353,5972
3763,2647,5511,4046,2445,2298,2919,1903,2408,5646,2602,1161,6460,3820,71,6574,941,1155,5113,947,2459,1809,413,5692,4308,3956,1117,2891,1170,192,5345,394,1530,6980,829,315,6820,5644,4301,2548,676,7099,7637,2105,1520,9464,5243,7615,10604,197,339,11194,2035,751,11510,6087,2941,7393,5259,9228,10911,1948,1993,6471,5938,10210
6627,2007,2037,3899,2000,724,3424,1072,1285,4205,2826,207,2711,1937,803,6788,2808,2859,6625,1204,5,7088,2087,1479,1469,1017,6437,1913,1365,6510,6481,1283,1113,6466,5140,2658,5477,4193,3886,8971,2892,1912,7052,5834,10360,11836,10354,5042,10746,3373,2266,9910,3884,788,8364,1778,1132,11362,8432,4328,10956,8090,1573,10743,9241,4717
6657,613,619,2623,334,3589,3637,2006,2776,1586,522,1705,1577,6,888,6839,6287,3503,5426,4505,2950,6480,4956,1401,6889,3801,2157,7058,2676,1937,6311,213,204,3984,3968,461,5170,4253,914,7991,6196,4099,11578,1313,1225,6524,3637,7792,9639,5031,118,6814,1745,188,7718,1821,3507,7258,732,3942,4439,1743,6283,6219,2028,7144
6663,5623,2133,5878,2223,2638,4407,3480,163,2769,417,2750,2459,286,681,4055,1552,3598,3871,655,721,2925,560,4604,5245,2271,1640,6319,4840,4175,6302,745,754,477,469,6453,1831,221,1373,5894,1512,1200,11490,2934,1490,10679,7066,8279,4726,3079,9937,5257,2940,891,9404,3086,1810,10468,250,1193,8979,8694,7787,11335,359,869
3173,2225,291,6293,3203,3001,1090,288,2098,5102,3107,2836,2854,1154,5115,6101,1514,998,3937,1327,3609,6969,1069,483,4614,1518,1348,5654,217,1269,6311,1984,874,6461,1154,46,2983,2696,4996,5582,681,5288,10046,7762,9703,11892,7829,6463,11584,271,76,3208,3095,3658,8128,5928,4253,11411,3507,355,8072,4398,2275,11845,693,130
1239,333,1167,6091,3431,3417,2900,893,5163,4831,3461,3735,6815,1021,226,5585,450,772,6219,4678,1613,6383,3166,3508,4444,1097,2441,6706,182,536,5201,4691,3969,5353,1153,2941,5283,2332,1687,10189,5424,6640,11987,11549,11469,10526,5897,6946,11389,5985,2798,3771,745,1736,6453,3575,6672,8259,861,1285,5949,4003,141,11282,422,41
2073,339,4001,6077,5408,1014,7170,597,345,5105,3227,3209,6020,5078,5935,5907,2595,1006,3154,613,2515,6725,1078,1482,5788,1818,1214,7060,3213,3238,4479,744,591,7141,5752,2761,4638,801,2069,11405,4355,2154,11907,1291,687,11575,273,592,8202,6020,6651,4762,1226,5953,9550,992,1605,8683,1634,1313,2087,86,9301,10901,5551,4093
5735,144,134,1683,1296,5592,6918,3928,2803,5087,4434,474,6877,1977,840,4318,958,1097,5056,1677,1026,7129,5612,5182,5184,2771,3230,7085,3488,3118,4326,3949,4329,4150,2946,5698,5906,4055,1374,9204,7981,9482,11303,11039,1941,11894,10183,5882,8833,5855,3864,9489,8709,1702,10163,5958,2397,8362,5567,6297,11302,9707,7927,9443,8244,5221
5725,19,673,5979,3732,4292,5793,3933,141,1127,317,5816,5740,104,1413,4457,1960,3460,4405,1924,4245,6699,5594,5216,5643,1689,276,6715,3457,2879,4706,4350,2385,6902,970,29,3225,627,1676,10705,774,1091,2205,1296,10301,7593,5735,6494,6842,3407,5087,2482,2260,167,6602,3859,4529,9092,6282,6765,9522,6362,3391,6420,474,492
6379,861,745,6539,5723,303,2001,986,5720,6626,1967,1053,7049,2225,2229,5957,2015,1811,6726,40,383,6321,3284,250,4230,2962,5441,6137,5344,3854,2741,867,4358,5961,4114,3068,4274,2260,3785,11022,3107,2524,11210,4697,2750,8352,4958,4011,8522,7356,3279,389,120,10042,7272,3926,3470,9575,2699,715,6551,2435,3497,6438,2046,6901
6263,5600,75,1119,13,634,6735,2739,2016,5712,4922,1249,7053,1202,1066,5753,4818,6181,7069,2711,1465,3287,2860,717,6709,5145,783,4647,4064,3138,6232,5707,5221,4915,3170,5327,5799,3224,585,10439,7808,677,9263,6887,5607,7405,6045,2901,4445,603,1963,10311,7190,611,6816,5057,558,7591,4092,8225,7613,4087,957,11293,7638,5871
738,592,2778,1740,57,3825,6012,1996,2085,2039,314,3402,6917,648,860,7116,940,425,5823,5536,5327,1144,308,2267,2347,1365,6144,3721,3249,266,5746,2016,624,7072,513,345,3160,180,1637,3308,1852,9941,7983,6476,8578,4261,261,1085,5805,3991,4212,3732,3397,7956,2317,1223,7727,11724,4628,3576,4483,3846,4399,9526,161,945
2924,1191,1254,5508,5055,984,6101,4474,4605,5127,1800,1003,7129,1709,854,6601,396,115,5614,1852,1992,3103,1641,3574,7126,6030,4276,738,436,2158,4354,993,838,6904,5077,5333,4617,593,2278,11397,498,803,10085,6189,555,5085,2068,2711,6026,4220,9161,8291,5778,2078,8821,2451,2828,10672,8919,9973,5036,4831,2720,10310,10160,5113
2987,1155,3604,1437,1283,1846,6232,5288,3209,4330,2274,4204,6274,1935,1279,6320,1286,2008,5754,3064,676,5036,4011,1305,5372,342,1671,2460,489,358,4199,2337,394,7160,1273,431,6302,2575,154,11702,3206,2210,4451,600,7581,5728,3346,3823,10967,1148,426,4591,863,7703,9198,3825,5435,11726,6750,5262,2925,507,2396,5263,2681,6237
5436,2573,1084,2000,1085,5030,4153,2988,2109,6260,3017,946,5618,3786,3966,7042,6657,6705,3366,1563,626,2330,224,1806,6701,5886,2612,2329,785,1013,2256,182,5017,6318,1872,632,3881,2541,2649,10706,3100,1014,11432,9644,9288,6205,1070,2477,10245,101,1656,11431,3401,2642,10808,8584,2245,10238,2960,1409,4814,2670,478,8819,6435,114
3947,3835,6205,5945,3184,3212,3274,2674,2351,4189,1875,1890,5798,776,263,7090,5332,4061,2429,1283,1111,3912,1410,1753,3427,3339,4185,2557,197,3560,7091,3855,113,5078,2959,1996,3989,270,86,8620,1301,4385,11076,4070,2112,7612,7201,8723,11800,3386,2067,10672,5805,1068,4469,7,4662,8687,2414,1090,2622,1856,7305,2498,507,1268
6317,2921,2638,5973,2,23,2951,1216,5280,4204,237,2523,5285,4450,5386,5819,4914,2105,2257,992,5320,4255,10,1503,4273,2802,2401,5920,1792,2620,3349,2649,4107,4115,3493,4213,3805,2134,1688,11704,10791,4245,9118,2729,1176,9134,1859,2264,10481,7649,2546,5935,3699,7599,9124,3394,1891,7363,5791,7528,8071,6167,9245,3259,2589,9444
6034,5388,4784,5994,4857,2220,7015,6297,4720,6490,498,320,6221,2030,661,3010,152,1958,6585,1841,2050,5748,5384,2553,3872,580,3120,6748,3764,2382,4807,3030,4377,4835,3569,58,3359,2676,5401,5158,161,2404,7565,3103,7009,9539,7636,3377,5378,4615,4861,9835,5934,4792,7621,2248,4727,9100,3029,2211,11149,46,756,10114,7213,3394
